corpus_id,query_id,score,original_query,document_text,synthetic_query,assigned_task_type
c:vabb:395051,5024,1,Wetgeving in kort bestek. Belgisch Staatsblad van augustus 2014.,Wetgeving in kort bestek. Belgisch Staatsblad van augustus 2014.,Samenvattingen van wetgeving ondersteunen snelle juridische besluitvorming.,Task_3
c:vabb:334050,2568,1,De rol van procedurele rechtvaardigheid in de ervaringen met strafrecht en herstelrecht,Samenvatting van het proefschrift.,Wat is de aard van dit wetenschappelijke document?,Task_1
c:vabb:377129,4213,1,Ambtenaar burgerlijke stand moet geen rechtsplegingsvergoeding betalen,"Commentaar bij het arrest 132/2013 van 26 seprtember 2013 van het Grondwettelijk Hof. Als een ambtenaar van de burgerlijke stand een schijnhuwelijk vermoedt en geen toestemming geeft voor het huwelijk, kan het koppel dat wil trouwen daar beroep tegen aantekenen bij de rechtbank. Kan de ambtenaar in kwestie verplicht worden de rechtsplegingsvergoeding te betalen, ook al treedt hij op in het alge-meen belang? Het Grondwettelijk Hof beantwoordde een prejudiciële vraag daarover negatief in zijn arrest van 26 september 2013.",Kan een ambtenaar gerechtskosten betalen bij weigering schijnhuwelijk in algemeen belang?,Task_2
c:vabb:399669,5159,1,Een bedrijfspensioenplan voor uw personeel ?,Waarom een bedrijfspensioenplan opstarten ? Wat zijn de voordelen maar ook de risico's gebonden aan zo'n bedrijfspensioen ?,Onderzoek naar de rechtvaardiging en risico's van bedrijfspensioenen,Task_3
c:vabb:493285,7301,1,Krijgt mondmaskerplicht een bed op intensieve zorgen?,"In de media pleitten meerdere grondwetspecialisten al voor een wettelijke basis voor de coronamaatregelen. Ook de huidige rechtsgrond voor de mondmaskerplicht in de strijd tegen Covid-19 is juridisch betwistbaar, stelt Johan Van de Voorde: ‘Aangezien mondmaskers een belangrijke bijdrage kunnen leveren aan de strijd tegen Covid-19, is een wettelijke (en wettige) oplossing dringend wenselijk.",Wat is de juridische status van mondmaskerplicht tijdens een pandemie?,Task_1
c:vabb:418627,5670,1,NOOT: het zakenrechtelijk statuut van het dakterras boven de woning van de buren,"Er is sprake van een dwaling nopens de zelfstandigheid van de zaak als de kopers van een woning blijkens de onderhandse koopakte een woning kopen met inbegrip van het dakterras gelegen op de eerste verdieping van het huis ernaast, terwijl nadien blijkt dat dit dakterras niet mee in eigendom kan worden overgedragen.",Wat is dwaling bij de koop van onroerend goed dat deels niet overdraagbaar is?,Task_2
c:vabb:406187,5371,1,Philosophy of Mind. Colleges Inleiding tot de Filosofie van de Geest,"Dit boek geeft een thematische inleiding tot de philosophy of mind binnen het kader van de hedendaagse, analytische filosofie. Het boek bestaat uit drie delen:
1) het probleem van de persoonsidentiteit:
lichaamstheorie en geheugentheorie, bundel- vs. ego-theorie, breintheorie, onpersoonlijke theorie;
2) het geest-lichaam probleem:
Folk Psychology, qualia, intentionaliteit, mentale causaliteit, dualisme, materialisme, behaviourisme, identiteitstheorie, functionalisme, niet-reductief en eliminatief materialisme;
3) het probleem van vrijheid en determinisme:
vrijheid en determinisme, consequentie-argument, Luck-argument, incompatibilisme en indeterminisme, compatibilisme, morele verantwoordelijkheid, hard determinisme in de filosofie en de wetenschappen.",Is mentale causaliteit verenigbaar met materialistische theorieën over de geest?,Task_3
c:vabb:533010,8388,1,Publiek gaan! Politiserend handelen in sociaal werk,"Politiserend handelen is een krachtige en specifeke manier om je politieke opdracht als sociaal werker vorm te geven. Vertrekkend vanuit de normatieve grondslag van het sociaal werk draag je zo bij aan het publieke meningsverschil over hoe we de samenleving inrichten.

Dit boekt brengt politiserend handelen als deel van het DNA van het sociaal werk op begrip en reikt je een handelingskader aan. Het schetst kansen en bedreigingen voor dit handelen vanuit tendensen in de omgeving en in het sociaal werk zelf. Het blikt terug en verkent hoe sociaal werkers vroeger en vandaag politiserend werken rond maatschappelijke uitdagingen als wonen, werk, duurzaamheid en migratie.

Het boek nodigt elke sociaal werker en sociaalwerkorganisatie uit om in de eigen context te onderzoeken hoe men kan bijdragen tot het publieke meningsverschil. Het nodigt beleidsmakers uit om de waarde van dit politiserend handelen te erkennen als onderdeel van een vitale democratie. Het nodigt opleiders uit het een plek te geven in de kern van de opleiding van sociaal werkers.

Meer dan 50 praktijkwerkers, opleiders en academici dragen bij aan dit boek, een initiatief van Socius, steunpunt sociaal-cultureel werk in het kader van het actieplan Sterk Sociaal Werk.

Publiek gaan! … omdat het kan en moet!",Hoe kunnen sociaal werkers hun politieke opdracht effectief vormgeven?,Task_1
c:vabb:428284,5916,1,Prestatiemanagement op een kruispunt : welke weg moeten we inslaan naar een betekenisvoller prestatiemanagement?,"Prestatie-informatie wordt traditioneel verzameld voor verantwoordingsdoeleinden. Dit leidde vooral tot negatieve, en vaak onvoorziene, effecten. Bewijs dat overheden daadwerke- lijk leren van prestatie-informatie is schaars. Er zijn verschillende redenen om aan te nemen dat prestatie-informatie die wordt ver- zameld voor verantwoordingsdoeleinden moeilijk samengaat met leerdoeleinden. Dit artikel bestudeert hoe overheden meer op leren kunnen inzetten via een case analyse van Finse en Litouwse presta- tiemeetsystemen. Het doctoraatsonderzoek waarop dit artikel zich baseert, stelt dat prestatiemeting als lerend managementsysteem pas ontwikkeld kan worden wanneer er minder nadruk ligt op verantwoording.",Welke voorwaarden zijn nodig voor lerende prestatiemeting bij overheidsorganisaties?,Task_2
c:vabb:376934,4166,1,Comparatief onderzoek naar de beleving van detentie. Hoe wij 'met elkaar hebben leren leven',Artikel over comparatief onderzoek in de Penitentiaire Inrichting van Tilburg,Welke bewijzen ondersteunen vergelijkend onderzoek binnen detentiecentra?,Task_3
c:vabb:304493,1775,1,"Wirtgen, A., “De hervorming van de Raad van State. Bespreking van de nieuwe bevoegdheids- en procedureregels”, T.B.P. 2007, 451-479.",De hervorming van de Raad van State. Bespreking van de nieuwe bevoegdheids- en procedureregels.,Welke hervormingen beïnvloeden de bevoegdheids- en procedureregels van hoge rechtspraak?,Task_1
c:vabb:192545,510,1,Armoede en participatie,"De theorieën om de armoedeproblematiek aan te pakken zijn vaak onvoldoende op maat van de armen gemaakt. Dit boek verzamelt de teksten van de Postacademische Vorming ‘Armoede en Participatie’. Het opzet van deze navorming is net te leren een dialoog tussen verschillende kennisniveaus tot stand te brengen. De publicatie is echter geen pasklaar antwoord op de probleemstelling, elke auteur geeft vanuit zijn of haar ervaring waardevolle inzichten, tips en bedenkingen mee die de lezer uitdagen om ook in het eigen werkveld verder op zoek te gaan naar een betere afstemming. Auteurs: Maria Bouverne–De Bie, André De Cock, Lieve Degrande, Henk Van Hootegem, Emanuelle Devillé, Thomas Block, Jo Van Assche, Kristel Driessens Ides Nicaise, Anja Claeys, Rudi Roose, Rudy De Cock, Barabra Demeyer, Luc Goossens, Carry Flamant, Toon Walschap, Sarah Willems, Jan De Maeseneer, Geert Van Hove, Griet Roets en Ruddy Doom.",Hoe kunnen benaderingen van armoede beter aansluiten bij de leefwereld?,Task_2
c:vabb:495018,7352,1,Academische verantwoordelijkheid,"Dit artikel verbindt de academische vrijheid met de 'Idee' en met de institutie van de Universiteit. De academische vrijheid verschilt van de vrijjheid van menigsuiting, en van de artistieke vrijheid. De vrijheid om de academische opdracht naar eigen inzicht in te vullen, en academische verantwoordelijkheid te nemen, wordt nu beperkt door de dominante kenniscultuur en het kennisbeleid.",Wordt academische vrijheid beperkt door hedendaags kennisbeleid en kenniscultuur?,Task_3
c:vabb:529652,8308,1,Spreken zonder de Stilte te doorbreken,"Ik weet nog precies waar ik was op 26 april 2006 was, en  hetzelfde geldt voor heel veel Vlaamse doven. Op die dag stemde het Vlaamse parlement immers over de erkenning van de Vlaamse Gebarentaal. Het lange applaus dat volgde op de unanieme goedkeuring kunnen we tegelijkertijd “oorverdovend” en “muisstil” noemen. Want wanneer dove mensen applaudisseren, doen ze dat in stilte: ze klappen niet, maar wapperen met de handen.",Hoe tonen dove mensen hun waardering of applaus?,Task_1
c:vabb:482642,6983,1,Frank Stella en DayGlo,"Transparantie vormt één van de belangrijkste redenen waarom Frank Stella er in 1963 voor opteerde om DayGlo verven te incorporeren in zijn schilderkunst. Bij het bekijken van reproducties van deze schilderijen verdwijnt deze materiële eigenschap. Wanneer we de literatuur raadplegen is het opvallend dat een correcte lezing van deze werken vaak geheel achterwegen blijft. Nu, meer dan 50 jaar later, zijn de transparante fluorescerende verflagen vage overblijfselen van wat ze ooit geweest zijn. 
Met deze tekst wil ik ingaan op de rol van de transparante verfhuid in Stella’s fluorescerende reeksen. Om te beginnen, zal ik de algemene context schetsen waarin hij deze keuze maakt. Stella was één van de eerste, bekende kunstenaars die begin jaren 60 bewust industrieel ogende, niet-kunstenaarsmaterialen incorporeerde in zijn kunst, omdat die enkel naar zichzelf verwijzen. De transparante eigenschap van fluorescerende verven, die door veel kunstenaars als nadelig werd ervaren omdat dit de verven onmengbaar maakte, versterkte bij Stella net zijn concept van het zelfreferetiële. Daarbij vond hij DayGlo verven bijdragen aan de doorzichtbaarheid van het canvas. Beide karakteristieken, zowel het zelfreferentiële karakter als de zichtbaarheid van het doek, droegen bij aan zijn moderistisch concept waarmee hij het schilderij wou uitpuren tot een vlak, visueel object dat vrij hoorde te zijn van enige vorm van illusie. 
Na de positionering van Day-Glo verven in Stella’s oeuvre, zal ik de dualiteit van de perceptie van deze lumineuze verflagen bespreken en hoe dit er toe bijdroeg zijn concept van anti-illusionistische schilderkunst te herzien. Naar zichzelf verwijzende DayGlo verven vormden niet enkel een transparante verflaag, ze creëerden ook typische visuele effecten. Bij de observatie van deze schilderijen werden vaak vibratie- en diepte effecten ervaren. Deze optische illusies voldeden niet aan zijn modernistisch ideaal, waardoor hij genoodzaakt werd zijn conceptuele benadering bij te stellen. Vanaf dat moment categoriseerden critici en Stella deze optische effecten dan ook onder “abstract illusionisme”. Deze abstracte illusies zijn, volgens hem, intrinsiek gebonden aan de specifieke materialiteit van het schilderij, waardoor de vlakheid ervan nog steeds wordt benadrukt.
In de literatuur blijft het vaak beperkt tot (theoretische) claims van de kunstenaar en enkele critici. Het is dan ook de vraag hoe het publiek deze werken ervaart. Tot slot zal ik daarom eindigen met enkele inzichten uit studies die ik samen met perceptie-psychologen organiseerde rond de Day-Glo werken van Stella. Daarbij onderzochten we hoe een toeschouwer deze werken ervaart en of ze eerst bewust werden van het platte, transparante, verfoppervlak of dat ze net diepte ervaren door deze sterk contrasterende kleuren.",Analyseer de invloed van transparante verf op modernistisch kunstbegrip en perceptie.,Task_2
c:vabb:349452,3367,1,Aangifte in de rechtspersonenbelasting dan wel in de vennootschapsbelasting - aanslag van ambtswege of wijzigingsprocedure - art. 346 of 351 WIB 1992 noot onder Cassatie 27 september 2012,De problematiek die aan de orde is in dit arrest betreft de te volgen procedure indien de administratie het oneens is met de aangifte die de belastingplichtige heeft ingediend en meer bepaald niet akkoord gaat met de soort inkomstenbelasting waaraan deze moet onderworpen worden.  In de aan het hof voorgelegde zaak diende de V.Z.W. een aangifte in de rechtspersonenbelasting in; terwijl de fiscus vond dat de vennootschapsbelasting van toepassing was. In het wetboek van de inkomstenbelastingen zijn in het hoofdstuk aanslagprocedure zowel de procedure van de wijziging van de aangifte (art. 346 WIB 1992) als de ambtshalve aangifte (art. 351 WIB 1992) voorzien.,Specifieke procedures regelen onenigheid over de soort inkomstenbelastingaangifte.,Task_3
c:vabb:85771,9245,1,Met goesting blijven werken en leren. Interorganisationeel leren en innoveren via actieleergroepen,"In deze uitgave zoomen we in op de actieleergroep als hefboom van interorganisationeel leren en innoveren. We stellen de aanpak aan de lezer voor, gaan dieper in op de gevolgde werkwijze en trekken lessen over (1) het leerproces dat deelnemers ‘mee-maken’ en (2) de werkende ingrediënten van de actieleergroep. We gaan dieper in op onze centrale uitgangspunten rond leren en geven slotbeschouwingen. We illustreren met foto’s en quotes. Achteraan kan u ter verdieping inspirerende literatuur vinden.",Hoe bevordert een actieleergroep interorganisationeel leren en innoveren?,Task_1
c:vabb:376192,4061,1,Ontslag lector van een 'vrije' hogeschool als tuchtmaatregel,Ontslag als een tuchtmaatregel in het vrij gesubsidieerd hoger onderwijs.,Hoe werkt ontslag als tuchtmaatregel binnen het hoger onderwijs?,Task_2
c:vabb:315978,2010,1,"Kader voor opleiding, begeleiding en evaluatie van het LIO-traject. Succesfactoren voor stagescholen","Voor heel wat scholen zijn LIO’s geen onbekenden meer. Een LIO is een ‘Leraar In Opleiding’, een beginnend leraar die zijn lesopdracht die hij op dat ogenblik vervult (LIO-baan), kan laten meetellen voor een deel van zijn lerarenopleiding. De LIO is dus zowel een gewone leerkracht, als een cursist/student in de lerarenopleiding. Het bijzondere is dat het lesgeven niet alleen werken is, maar ook leren (leerwerktraject). De leraar in opleiding wordt begeleid door zowel de LIO-begeleider van de opleidingsinstelling (CVO of universiteit) als door een mentor in de stageschool. Met dit artikel willen we de stagescholen een aantal nuttige inzichten en achtergronden aanbieden als ondersteuning voor LIO-trajecten. We richten onze aandacht voornamelijk op een aantal succesfactoren, die uitgewerkt werden in het kader van een School of Education (SoE) -project dat tot doel had een kader voor opleiding, begeleiding en evaluatie van de leraar in opleiding binnen de Specifieke lerarenopleiding (SLO) aan te reiken. Wat we als succesfactor zien, is wat verschillende betrokkenen (de opleidingsinstellingen, de mentoren en de leraar in opleiding) ervaren als een sterkte van het traject, zodat ze kiezen voor het traject. We bespreken in dit artikel enkel de succesfactoren die voor de stagescholen belangrijk kunnen zijn. Voor de andere verwijzen we graag naar de uitgewerkte leidraad (Adriaenssen, A. e.a. 2011), het resultaat van een samenwerkingsverband tussen drie centra voor volwassenenonderwijs en de Katholieke Universiteit Leuven.  Als synthese formuleren we in dit artikel een aantal knelpunten en beleidsaanbevelingen.",Welke factoren dragen bij aan succesvolle leerwerktrajecten in stagescholen?,Task_3
c:vabb:332341,2527,1,Armoede tussen de plooien. Aanvullingen en correcties op EU-SILC voor verborgen groepen armen,"Jaar na jaar publiceren de Belgische en Europese overheden armoedestatistieken op basis van de EU-SILC survey, een grootschalige enquête naar de inkomsten en levensomstandigheden van gezinnen in Europa. Niettegenstaande de schat aan gegevens die EU-SILC oplevert, liggen er ook addertjes onder het gras: selectieve non-respons bij kansarme groepen, en zelfs a priori uitsluiting van groepen zoals daklozen en mensen zonder papieren. Wat is de mogelijke vertekening in de armoedestatistieken als gevolg hiervan? Op welke manier kunnen deze cijfers recht getrokken worden? En wat zijn dan de levensomstandigheden van deze groepen in vergelijking met andere armen in België?",Hoe beïnvloedt onderrapportage kwetsbare groepen de betrouwbaarheid van armoedecijfers?,Task_1
c:vabb:491161,7214,1,"Spinoza over ceremoniën, bijgeloof en ware religie",Bijdrage aan Mededelingen van het Spinozahuis over de visie van Spinoza over de morele rol van de ware religie,De morele rol van ware religie binnen rationalistische filosofie.,Task_2
c:vabb:342092,3075,1,Gerechtelijk recht,Toelichting bij de regels van het Gerechtelijk Wetboek over het beraad voorafgaand aan het vonnis.,Juridische voorschriften voor beraadslagingen voorafgaand aan een uitspraak.,Task_3
c:vabb:80771,8890,1,Zwart op wit? Duiding van cijfers over onveiligheid en strafrechtsbedeling in België. Handboek criminografische basisinformatie.,"Cijfers over onveiligheid, criminaliteit en bestraffing komen we overal tegen : in de media, op internet, in politieke partijprogramma?s, enz. Maar criminografische statistieken worden op verschillende diensten gemaakt, wat leidt tot heel wat onderlinge verschillen in registratie, methodologie en wetenschappelijke kwaliteit. 

In dit naslagwerk maken zowel academici als praktijkmensen de lezer wegwijs in de diverse statistieken die er in België voorhanden zijn. Op elk niveau van de strafrechtsketen wordt het beschikbare bronnenmateriaal gegeven, besproken en geëvalueerd. De cijfers worden gecontextualiseerd en kritisch geanalyseerd vanuit het oogpunt van validiteit, volledigheid en betrouwbaarheid. Er wordt wetenschappelijke commentaar gegeven bij de vatting van de gegevens, de verwerking ervan tot statistieken en de aanwending voor wetenschappelijke doeleinden en/of beleidsdoeleinden. 

Dit actuele overzicht van de criminografie is een handig én uniek instrument voor criminologen, beleidsmensen, praktijkmensen, analisten en iedereen die professioneel met criminografische cijfers bezig is. 

Deze criminografische handleiding kwam tot stand naar aanleiding van de postacademische vorming ?Criminaliteit en rechtshandhaving in beeld? die de editoren aan de VUB organiseerden. 

De editoren Elke DEVROE, Kristel BEYENS en Els ENHUS zijn als criminoloog verbonden aan de vakgroep criminologie van de Vrije Universiteit Brussel.",Hoe worden criminaliteitsgegevens kritisch geanalyseerd op validiteit en betrouwbaarheid?,Task_1
c:vabb:404924,5337,1,Bomen na Kerst en vijgen na Pasen: verlies of vertraging?,"CMR hanteert net zoals COTIF-CIM en CMNI een strikt onderscheid tussen de schadevergoeding in geval van schade door verlies of beschadiging enerzijds en vertraging van de levering anderzijds. Vermits de schadevergoeding in geval van verlies of beschadiging vaak veel gunstiger is, heeft de ladingbelanghebbende er alle belang bij te  beargumenteren dat de vertraging verlies of beschadiging tot
gevolg heeft. Wanneer door de vertraging een lading voedingswaren bedorven is, wordt algemeen aanvaard dat het in dat geval gaat om verlies van de lading en dat artikel 23, lid 1 en 2 en de in artikel 23, lid 3 opgenomen limiet speelt.
De vraag is echter of dat ook het geval is indien de voedingswaren nog wel eetbaar zijn, maar ze door de vertraging en de daaropvolgende weigering tot inontvangstneming door de bestemmeling nagenoeg waardeloos zijn geworden.
In de geannoteerde zaak werd deze schadevergoeding wegens verlies inderdaad toegekend, hoewel de vervaldatum van de charcuterie nog niet verstreken was.
Terzake deze problematiek rijzen aldus steevast de volgende twee vragen, nl. is er vertraging en heeft men te maken met vertragingsschade dan wel verlies. Na een analyse van deze Charcuterie-zaak, behandelen we voornoemde vragen door een vergelijking met twee andere zaken waar de bestemmeling weigert de levering te aanvaarden: de Kerststronken-zaak en de Kerstbomen-zaak. In deze zaken duiken een aantal mogelijke onzekerheden op die aan vergoeding van het volledig verlies van de waarde van de goederen bij geweigerde aflevering door vertraging in de weg kunnen staan.",Hoe onderscheidt men vertragingsschade van verlies bij geweigerde levering?,Task_2
c:vabb:510278,7719,1,Het concept circulaire economie en de integratie ervan in het Vlaamse omgevingsrecht,"De interesse in en het onderzoek naar de circulaire economie zijn in volle opmars. Toch bestaan er op dit moment nog ettelijke vragen rond de exacte contouren van dit nieuwe concept. Om de (juridische) transitie naar een circulaire economie verder vorm te geven, zoomt deze bijdrage specifiek in op de definiëring van het concept ""circulaire economie"" en de mogelijke integratie ervan in het Vlaamse omgevingsrecht.",De definitie van circulaire economie is cruciaal voor juridische integratie.,Task_3
c:vabb:270501,687,1,Buiten spelen!,"Dit onderzoek bestudeert de relatie tussen het buiten spelen van Vlaamse kinderen en tieners (5 tot 14 jaar) en de (on)beschikbaarheid en kwaliteit van de bespeelbare publieke buitenruimte. Deze studie stelt voorop dat het buiten spelen een onvervangbare stimulans is voor de gezondheid en ontwikkeling van kinderen. Op basis van een uitgebreide literatuurstudie kan men besluiten dat er een groot gebrek bestaat aan objectief cijfermateriaal en aan follow-up onderzoek op het gebied van buiten spelen. Door middel van empirisch onderzoek, dat verder bouwt op eerder onderzoek uit de jaren zeventig en tachtig van de vorige eeuw, werd nieuw cijfermateriaal verzameld om de evolutie van het buiten spelen in Vlaanderen in kaart te brengen. Uit observaties in zeven wijken blijkt dat kinderen anno 2008 nog maar half zoveel op straat of andere openbare plekken spelen in vergelijking met 25 jaar geleden. De kinderen die het meest buiten spelen zijn jongens tussen 6 en 8 jaar. Buiten spelers treft men vooral aan op formele speelruimtes, grote pleinen en verkeersluwe straten. De resultaten van een enquête bij 2300 kinderen tonen aan dat het buiten spelen in de eigen tuin dubbel zo populair is in vergelijking met het spelen in het publieke domein. Een vergelijking met survey-onderzoek uit 1979 en 1989 toont aan dat vooral het spelen in publieke groene ruimten (bos/weide) aan populariteit heeft ingeboet. Naast de leeftijd en het geslacht van de kinderen is de mate van het buiten spelen ook positief gerelateerd aan de mate van aanmoediging door de ouders, de autonomie van het kind om buiten te mogen spelen, en de voorkeur van het kind zelf om buiten te ravotten.",Welke factoren en locaties beïnvloeden buitenspelen van kinderen?,Task_1
c:vabb:291350,1208,1,Alcoholgebruik en -misbruik naar leeftijd in België. Analyse op basis van de gezondheidsenquête en het huishoudbudgetonderzoek,"In opdracht van de Vereniging voor Alcohol- en andere Drugproblemen voerde het Hoger instituut voor de arbeid (HIVA-K.U.Leuven) een onderzoek uit naar het alcoholgebruik naar leeftijd in België, op basis van een analyse van de gezondheidsenquête en de recente huishoudbudgetonderzoeken. Aan de hand van beide enquêtes werd een profiel opgesteld van het alcoholgebruik van de Belgische bevolking naar leeftijd, geslacht en socio-professioneel statuut. Tevens werd een inschatting gemaakt van het alcoholmisbruik. De gezondheidsenquête, waarin mensen schriftelijk bevraagd worden naar een aantal ‘lifestyle’-factoren, blijkt de werkelijke alcoholconsumptie, in vergelijking met gekende macro-gegevens, te onderschatten met een factor 2 tot 3. Daarom werden op basis van een aantal hypotheses andere cijfers gezocht in het huishoudbudgetonderzoek. Op basis van beide enquêtes concluderen wij dat er in België bij de mannen tussen de 3 en de 12% probleemdrinkers zijn, bij de vrouwen tussen de 2 en de 8%. Een bijna even grote groep bij de mannen en een iets grotere groep bij de vrouwen kan als ‘risicodrinker’ worden omschreven.",Waarom onderschatten enquêtes werkelijk alcoholgebruik en hoe te corrigeren?,Task_2
c:vabb:370996,3760,1,"Cross-over  Kunst, media en technologie in Vlaanderen","Cross-over brengt het kunstveld in kaart dat zijn grenzen verlegt. Meer bepaald naar de wereld van de media en technologie. Zoals hun voorgangers, werken hedendaagse kunstenaars met de materialen van hun tijd. Samen met programmeurs, vormgevers en onderzoekers creëren ze nieuwe uitdrukkingsvormen, nieuwe relaties met het publiek en nieuwe vormen van bewaren en ontsluiten. Films op het internet, virtuele ervaringen in het theater, culturele plekken die live met elkaar verbonden worden, verhalen in de vorm van games, installaties, interactieve poëzie behoren tot de mogelijkheden. Zowat alle belangrijke cultuurhuizen, organisaties, filmfestivals, theaters, kunstencentra, tijdschriften, musea en ook de publieke omroep geven er een plaats aan. Deze publicatie richt zich tot iedereen met interesse in kunst en cultuur en die meer wil weten over hoe ze veranderen onder de invloed van media en technologie in de kennis- en informatiemaatschappij.",Hoe beïnvloeden media en technologie de transformatie van kunst en cultuur?,Task_3
c:vabb:82292,9067,1,"""De kennisgeving in sociale zaken als vertrekpunt van de termijn voor het instellen van een rechtsmiddel""",vertrekpunt van de termijn van hoger beroep in sociale zaken,Wanneer begint de termijn voor hoger beroep in sociale zaken?,Task_1
c:vabb:183937,488,1,Columbo and the mentalising hand,Verslag studiedag met Prof. Dr. Peter Fonagy: ‘Mentalization-Based treatment (MBT): Recente ontwikkelingen van deze methode in de behandeling van persoonlijkheidsmoeilijkheden’.,Wat zijn recente ontwikkelingen in psychotherapeutische benaderingen voor persoonlijkheidsproblemen?,Task_2
c:vabb:377539,4257,1,‘Generatie Schierbeek. Lyricisering in de jaren vijftig’,"Het boek ik (1951) wordt door H.R. Heite gezien als ""de enige vorm van Vijftigersproza"". Wat de dichters van Vijftig met de poëzie deden, haar bevrijden van alle poëtische en grammaticale conventies, wordt volgens hem ook door de prozaschrijver Bert Schierbeek gedaan. Alleen Lucebert, met wie hij samenwerkte, lijkt iets gelijkaardigs te doen, zonder echter de syntaxis in zijn proza te ontwrichten. In mijn bijdrage ga ik eerst aan de hand van Werner Wolf na waaruit de lyricisering van Schierbeeks proza bestaat en waarom dit proza geen poëzie genoemd kan worden maar wel ""proëzie"". Vervolgens onderzoek ik of Schierbeek inderdaad alleen stond met zijn lyricisering. Ik zie vooral het prozagedicht, dat door heel wat experimentele dichters werd gebruikt, als de plaats waar lyricisering valt te onderscheiden. Zowel het poëtisch proza van Schierbeek als het prozagedicht uit de jaren vijftig blijken schatplichtig te zijn aan het Franse surrealisme, dat na de Tweede Wereldoorlog voor een bevrijding in de literatuur zorgde.",Was de lyricisering van proza door experimentele auteurs uniek in de jaren vijftig?,Task_3
c:vabb:532957,8384,1,Vennootschapsbelasting toegepast 2022,"In Vennootschapsbelasting toegepast 2022 bespreken de auteurs het toepassingsgebied van de vennootschapsbelasting, de bepaling van het belastbaar inkomen, aftrekbare en niet-aftrekbare beroepskosten, verrekening van voorheffingen en belastingkrediet. Het boek biedt een antwoord op o.m. de volgende vragen: Hoe bepaalt men de belastbare grondslag? Hoe berekent men de verschuldigde vennootschapsbelasting?

- Talloze voorbeelden en verwijzingen naar de rechtspraak illustreren de band tussen het boekhoudrecht en het fiscaal recht.
- Het juridische uitgangspunt wordt gecombineerd met interessante bedrijfseconomische inzichten.",Hoe berekent men de vennootschapsbelasting en belastbare grondslag?,Task_1
c:vabb:514700,8027,1,Politionele integriteit onderzocht,In dit hoofdstuk definiëren we het begrip ‘politionele integriteit’ en staan we stil bij mogelijke morele dilemma’s die politieambtenaren kunnen ervaren en het bestaan van een zogenaamde politiecultuur. We gaan ook dieper in op de vorm die een integriteitsbeleid kan aannemen en de instrumenten die daarbij nuttig kunnen zijn. Er wordt een typologie van politionele integriteitsschendingen gegeven en er wordt ingegaan op integriteitsonderzoeken.,Wat zijn de uitdagingen voor integriteit en beleid bij de politie?,Task_2
c:vabb:388805,4713,1,Samen luidop verwonderen: in dialoog met Harlene Anderson.,"Harlene Anderson (geboren in 1942) is medeoprichter van onder meer het Houston Galveston en Taos Instituut. Samen met haar voormalig collega Harold Goolishian ontwikkelde zij binnen het systemisch denken van de jaren '70 een vernieuwende stroming, die intussen internationaal bekend is als de samenwerkingsgerichte, collaboratieve therapie. Sinds het overlijden van Goolishian in 1991, bleef Harlene de collaboratieve benadering verder uitwerken en weet zij - via haar schrijven, lezingen, workshops en trainingen - mensen over de hele wereld te enthousiasmeren voor deze manier van werken. Dit artikel is gebaseerd op ene gesprek dat ik had met Harlene Anderson, in het Mexicaanse Playa del Carmen, waar Harlene - samen met enkele collega's van de Grupo Campos Eliseos - sinds 2003 jaarlijks een 7-daagse summer school organiseert. Een intensieve week gevuld met live consults, ervaringsgerichte oefeningen, dialogische conversaties en culturele evenementen.",Hoe evolueerde een vernieuwende therapeutische benadering na verlies van een pionier?,Task_3
c:vabb:388265,4650,1,Werken aan mediawijsheid in het secundair onderwijs.,"Het begrip mediawijsheid dekt een grote lading: van weten hoe je informatie moet opzoeken op het internet, over het kritisch interpreteren van die informatie, tot het weten hoe je zelf een filmpje produceert. De eindtermen en ontwikkelingsdoelen voor het Vlaamse secundair onderwijs besteden wel wat aandacht aan media- en ICT-geletterdheid, maar hoe ervaren de organisaties die inzetten op mediawijsheid de rol van het onderwijs? Welke door die 'sector' ervaren sterktes, zwaktes, kansen en bedreigingen zijn relevant voor het onderwijsveld en hoe gaat het onderwijs daar best mee om?",Wat betekent mediawijsheid en welke vaardigheden omvat het?,Task_1
c:vabb:374943,3898,1,Het begrip ontslag,"het begrip ontslag, theorievorming",Welke wetenschappelijke theorievorming bestaat er rond het concept ontslag?,Task_2
c:vabb:166989,273,1,Weet als leidinggevende hoe de medewerker te motiveren!,De vergrijzing brengt heel wat nieuwe organisatorische veranderingen met zich mee. Een belangrijke uitdaging is het managen van de verschillende noden en wensen van de diverse leeftijdsgroepen met als doel de medewerkers zo lang mogelijk inzetbaar en gemotiveerd te houden. Een belangrijke rol hierbij is weggelegd voor de direct leidinggevende. De vraag is echter: ‘hoe kunnen leidinggevenden een antwoord bieden op die veranderende noden en wensen?’. Het Steunpunt Bestuurlijke organisatie Vlaanderen (SBOV) heeft een onderzoek gevoerd naar hoe leidinggevenden deze rol kunnen invullen.,Bevestigt onderzoek de rol van leidinggevenden bij noden vergrijzende werknemers?,Task_3
