query_id,score,corpus_id,original_query,document_text,synthetic_query,assigned_task_type
81047,1,81047,Interim Projectmanagement Financieel,Tijdelijke inhuur Interim Projectmanagement F&A,Aanbestedingen voor tijdelijke projectleiders met expertise in financiële en administratieve processen.,Task_2
35816,1,35816,Beleidsmedewerker maatschappelijk vastgoed.,"Het betreft hier geen dynamisch aankoopsysteem conform art. 33 Bao, aangezien het inhuur van 2b-diensten betreft. In plaats van een DAS is een e-cartotheek ingesteld, waarvoor u zich doorlopend kunt aanmelden. Zie www.ctmsolution.nl/leveranciers.In het kader van de de e-cartotheek is binnen de markplaats bouw en techniek arbeidsbemiddeling voor de volgende functie gevraagd: 1. Beleidsmedewerker maatschappelijk vastgoed.",Aanbestedingen die een e-cartotheek gebruiken in plaats van een dynamisch aankoopsysteem.,Task_3
124581,1,124581,Blauwbestek PZH 2015-2018.,"Het werk dient uitgevoerd te worden op de provinciale vaarwegen in Zuid-Holland.Voor een beschrijving hiervan, zie artikel 1.03 van het bestek en de bij het bestek gevoegde tekening.Het werk bestaat in hoofdzaak uit:a. verwijderen van begroeiing van glooiing;b. borstelen van gordingen;c. behandelen van bolders;d. schoonmaken steigers en bruggen;e. schoonmaken paalkoppen;f. schoonmaken verharding;g. reparatie oeverbekleding;h. herzetten basaltglooiing;i. schoonmaken kanaalborden;j. schoonmaken en onderhoud vaarwegmeubilair;k. werken van algemene aard;l. bijkomende werkzaamheden.","Aanbestedingen voor onderhoud, reiniging en herstel aan provinciale vaarwegen.",Task_1
108000,1,108000,10100026851 - BD/DC - Sr. Functioneel Ontwerper,Het BD wenst een Sr. Functioneel Ontwerper in te huren.,Informatie over aanbestedingen voor een senior functioneel ontwerper.,Task_2
22339,1,22339,Accountantsdiensten.,"De aan te besteden opdracht wordt als volgt gedefinieerd:
— Het als onafhankelijke deskundige uitvoeren van de accountantscontrole en het geven van een oordeel op grond van dit onderzoek als bedoeld in het onderwijscontrole protocol OCW/EL&I en vigerende wetgeving;
— Het uitvoeren van een controle op de jaarrekeningen van de rechtspersonen behorende tot de Stichting ROC West-Brabant, zie financiële structuur in bijlage I;
— Het uitvoeren van de bekostigingscontrole ten behoeve van de rijksbijdrage;
— Het uitvoeren van een nader te bepalen aantal afzonderlijke controles waarvoor ROC West-Brabant aan de rijksoverheid (ministeries) en overige subsidieverstrekkers een goedkeurende verklaring ter beschikking dient te stellen;
— Het gevraagd en ongevraagd verstrekken van adviezen, voortvloeiend uit de natuurlijke adviesfunctie.",Aanbestedingen onafhankelijke controle jaarrekeningen en bekostiging publieke onderwijssector.,Task_3
53870,1,53870,EU aanbesteding levering hardware (werkplek gerelateerde IT),Zie selectieleidraad.,Aanbestedingen met richtlijnen voor de selectie van deelnemers,Task_1
117251,1,117251,"Levering van persen, perscontainers en containers","Levering en plaatsen persen, perscontainers en containers op diverse recyclageparken in het werkingsgebied IVVO.",Details over aanbestedingen voor levering en plaatsing van afvalpersen op recyclageparken.,Task_2
9104,1,9104,Provincie Limburg: Afdeling Provinciale Wegen. Bestek 1153-2013 - Incidenteel Onderhoud Provinciale Wegen Noord.,"Het te verrichten werk bestaat in hoofdzaak uit:— opruimingswerkzaamheden,— reinigingswerkzaamheden,— grondwerken,— drainage en rioleringen,— wegverhardingen,— markeringen en wegbebakeningen,— bijbehorende werkzaamheden.",Aanbestedingen voor wegenbouw omvatten vaak zowel grondwerk als riolering?,Task_3
134379,1,134379,2023/HFB/OP/110497 - Raamovereenkomst voor een Managed Service Provider (MSP) voor ondersteuning bij opdrachten door bouwtechnische en bouwkundige profielen.,Raamovereenkomst voor een Managed Service Provider (MSP) voor ondersteuning bij opdrachten door bouwtechnische en bouwkundige profielen.,Zoek aanbestedingen voor bouwtechnische en bouwkundige ondersteuning door externe experts.,Task_1
91284,1,91284,Raamcontract voor het leveren van bouwmaterialen en toebehoren.,Raamcontract voor het leveren van bouwmaterialen en toebehoren.,Informatie over aanbestedingen voor bouwbenodigdheden en hulpgoederen.,Task_2
81321,1,81321,Straatstewards gemeente Eindhoven,"Aanbestedende dienst wenst met onderhavige opdracht een partij te selecteren die de komende jaren (2025 en 2026) straatstewards kan leveren voor zowel doordeweekse- als weekenddagen. Inzet in aandachtsgebieden waar meer dan incidenteel sprake is van (sociale) overlast en onveiligheidsgevoelens, maar bijvoorbeeld ook tijdens risicovolle voetbalwedstrijden, grootschalige (binnen)stedelijke evenementen en bij onvoorziene onveiligheidssituaties zoals manifestaties of calamiteiten. De inzet van straatstewards is gericht op het vroegtijdig signaleren en de-escaleren van conflicten en incidenten, het reduceren van overlast en verbetering van de veiligheidsbeleving. De inzet van de straatstewards vormt daarmee een aanvulling op het reeds beschikbare instrumentarium voor professionals als politie, handhaving en outreachende hulpverlening  en verschillende private partijen (waaronder horecaondernemers, winkeliers en organisatoren van evenementen). 2.000.000",Bevestigen aanbestedingen de inzet van straatstewards tegen overlast en onveiligheid?,Task_3
98464,1,98464,Ingenieursdiensten t.b.v. civieltechnische werkzaamheden voor de gemeente Urk,"Het doel van deze aanbesteding is om te komen tot een raamovereenkomst met 1 partij voor ingenieursdiensten in de civiele techniek, de werkzaamheden hebben vooral betrekking op de ontwikkeling van ‘Schokkerhoek en het Bedrijventerrein’.",Zoek aanbestedingen voor civiele ingenieursdiensten bij gebiedsontwikkeling.,Task_1
93090,1,93090,Leveringen van bakkerijproducten op afroep,"Deze opdracht betreft het leveren van bakkerijproducten op afroep, ten behoeve van de Directie Studentenvoorzieningen, Afdeling Maaltijdvoorzieningen van de Universiteit Gent, en van Hogeschool Gent.",Uitleg aanbesteding levering bakkerijproducten op afroep maaltijdvoorzieningen,Task_2
68190,1,68190,Europese aanbesteding voor de levering en onderhouden van (kleuren)multifunctionals (kopieermachines en printers) en repromachines.,"Doelstelling van dit project is de behoefte aan printen/kopiëren/scannen binnen aanbesteder optimaal in te vullen. Voor Het Wartburg College is het doel een overeenkomst af te sluiten voor een periode van 48 maanden, met een mogelijkheid tot verlenging met twee maal 12 maanden. Voor De Gomarus Scholengemeenschap is het doel een overeenkomst af te sluiten voor een periode van 36 maanden, met een mogelijkheid tot verlenging met twee maal 12 maanden. De ingangsdatum voor Gomarus ligt 12 maanden verder in de tijd.",Hebben aanbestedingen voor printservices altijd dezelfde contractduur en ingangsdatum?,Task_3
117766,1,117766,"Flexibele endoscopen met toebehoren, lichtbronnen, processoren en onderhoudscontract","Flexibele endoscopen met toebehoren, lichtbronnen, processoren en onderhoudscontract.",Waar vind ik aanbestedingen voor flexibele endoscopie apparatuur en service?,Task_1
114262,1,114262,Bedrijfskleding en Schoeisel,"Ergon wenst in het kader van de inkoop van Bedrijfskleding & Schoeisel, door middel van deze aanbesteding, per perceel één Inschrijver te selecteren voor de levering van Bedrijfskleding & Schoeisel.",Aanbesteding voor selectie leverancier bedrijfskleding en schoeisel per perceel,Task_2
32013,1,32013,Onderhandelingsprocedure Mondzorg 2022 (1),"De scope van deze inkoopprocedure bestaat uit de volgende dienstverlening:1) Justitiële mondzorg: Het verlenen van mondzorg aan Justitiabelen conform het Vademecum. De te leveren mondzorg vindt plaats in de JI, tijdens Kantooruren en op een vooraf afgesproken tijdstip. Mondzorg omvat tevens deelname van de Tandarts aan diverse vormen van overleg in de JI, ter ondersteuning van de kwaliteit van de gezondheidszorg in de JI’en. Verder betreft Mondzorg deskundigheidsbevordering, zowel van de Tandartsen zelf als van andere zorgverleners in de JI’en.2) Spoedmondzorg: De niet-uitstelbare spoedeisende mondzorg in het kader van de uitvoering van de in eis 8 van het Programma van Eisen beschreven spoeddienstregeling, die niet in afgesproken uren kan plaatsvinden.Ondersteuning justitiële mondzorg zal niet bij elk perceel worden afgenomen. Dit varieert per Justitiële Inrichting.",Wordt mondzorg voor justitiabelen enkel tijdens kantooruren geleverd?,Task_3
92510,1,92510,Aankoop op afroep over een periode van 4 jaar van signalisatiematerialen en hulpmaterialen,Aankoop op afroep over een periode van 4 jaar van signalisatiematerialen en hulpmaterialen.,"Zoek aanbestedingen voor signalisatie en hulpmiddelen op afroep, vierjarig contract.",Task_1
107552,1,107552,"Inzameling van huishoudelijk afval, uitvoeren van het containermanagement en het beheer van de milieustraat in gemeente Nijkerk","De huidige inzamelcontracten voor het gft-, PD- en restafval, glasverpakkingen en kca lopen ten einde. Ook het huidige contract voor het uitvoeren van het containermanagement en voor de exploitatie en beheer van de gemeentelijke milieustraat loopt af. De gemeente wenst voor het uitvoeren van deze werkzaamheden één opdrachtnemer. Redenen hiervoor zijn de onderlinge verwevenheid van de diverse onderdelen van deze opdracht en de te verwachten efficiencyvoordelen bij het bundelen van de diverse onderdelen in 1 opdracht.
               Gezien de omvang van de opdracht, dient een Europees aanbestedingstraject doorlopen te worden.",Waarom worden afvalinzameling en milieustraatbeheer gebundeld in één aanbesteding?,Task_2
113256,1,113256,Interieurbeplanting,"Her-aanbesteding na intrekken tender 154321 Interieurbeplanting voor het leveren en onderhouden van natuurlijke en niet-natuurlijke interieurbeplanting, inclusief aanverwante dienstverlening in de verschillende kantoorpanden.",Zijn er her-aanbestedingen voor natuurlijke en kunstmatige kantoorbeplanting?,Task_3
88155,1,88155,Raamovereenkomst bodemonderzoeken en bodemadvies,"Raamovereenkomst voor bodemonderzoeken en bodemadvies civiele projecten voor de domeinen Beheer openbare ruimte en Ruimtelijke ontwikkeling voor de gemeenten Bergen, Uitgeest, Castricum en Heiloo Raamovereenkomst met intiële looptijd van 2 jaar en twee verleningingsopties van 12 maanden",Zoek aanbestedingen bodemonderzoek en advies voor openbare ruimte en ruimtelijke ontwikkeling.,Task_1
122322,1,122322,Landelijk — beheerde netwerken beheer en advies en ontwerp.,"De scope van de aanbesteding omvat het beheer van de ProRail beheerde netwerken. Deze netwerken bestaan uit het Fides netwerk, aan Fides gekoppelde randnetwerken en andere losstaande netwerken. De belangrijkste netwerken zijn:— Fides – MPLS netwerk;— SpoorLAN – Ethernet/LAN netwerk;— Datacenter LAN;— GTN – Generieke toegangsnetwerk ProRail;— Onderpost Commmunicatie Netwerken (OCN);— Functionele netwerken (niet in de figuur opgenomen).",Uitleg over de scope van netwerkbeheer en de typen netwerken?,Task_2
130416,1,130416,Onderhoud bermen 2025-2029,"De werkzaamheden bestaan in hoofdzaak uit: 
- controleren van bermsloten; 
- maaien van bermen (inclusief bijmaaien); 
- bijmaaien van gietranden, banken / picknicksets; 
- uitmaaien bermsloten; 
- het toepassen van verkeersmaatregelen;
- het inzetten van werknemers en materieel. Jaren 2025-2029",Aanbestedingen voor bermbeheer omvatten vaak verkeersmaatregelen en slootonderhoud.,Task_3
121761,1,121761,OMOP Amsterdamse Tunnels.,Een OMOP contract t.b.v. het onderhoud aan mechanisch elektrische installaties van diverse Amsterdamse tunnels.,Zoek aanbestedingen voor onderhoud van mechanisch elektrische installaties in tunnels,Task_1
53500,1,53500,Robotchirurgiesysteem.,"Chirurgische robot: voorziening, levering, installatie, inwerkingstelling, incl. raamcontract voor toebehoren en onderhoud.","Uitleg over aanbestedingen voor chirurgische robots, inclusief installatie en onderhoudscontract.",Task_2
104959,1,104959,Marktconsultatie monitoring sociaal domein - gemeente Rheden,"De gemeente wil een integraal monitoringssysteem ontwikkelen. De monitor wordt opgehangen aan de global goals. Per global goal worden één of meerdere streefwaarde(n) opgesteld; die geven aan wat de gemeente Rheden wil bereiken met het beleid. De streefwaarden zijn meetbaar. De prestatie-indicatoren geven aan welke acties de gemeente onderneemt om de streefwaarden te behalen. De prestaties zijn ook meetbaar. Aan elke prestatie hangt een budget. Zowel de streefwaarden als prestaties worden overzichtelijk en visueel aantrekkelijk weergegeven in het systeem. In één oogopslag kan iedere beleidsmedewerker zien of beleid en budget in balans zijn; dus of de streefwaarden worden behaald binnen het budget zoals begroot.
               Deze marktconsultatie zal gebruikt worden om meer informatie te verkrijgen van de markt.",Monitoringssystemen meten streefwaarden voor global goals en prestatie-indicatoren,Task_3
107709,1,107709,Europese aanbesteding voor het huren en onderhouden van MFP’s en een repromachine en het leveren van beheersoftware en supplies,"De doelstelling van deze aanbesteding is de behoefte aan printen, kopiëren en scannen (via de MFP’s en een repromachine) van de aanbestedende dienst optimaal in te vullen. De aanbestedende dienst wenst dit doel te realiseren door middel van een Europese aanbesteding voor het huren en onderhouden van MFP’s en een repromachine (optioneel) en het leveren van software en supplies volgens een openbare procedure. Deze aanbesteding zal moeten leiden tot uniforme dienstverlening, prijsstelling, expiratiedatum en voorwaarden voor de aanbestedende dienst.","Zoek aanbestedingen voor print-, kopieer- en scanoplossingen inclusief onderhoud en supplies.",Task_1
118229,1,118229,Onderzoek naar de aanwezigheid van stikstofverbindingen in het freatische grondwater - regio Mechelen-StTruiden-Houthalen - campagne 2021,"De opdracht bestaat erin om van ca. 275 putten (724 putfilters) van het freatische grondwatermeetnet (beheer VMM) op basis van twee meetcampagnes binnen eenzelfde kalenderjaar grondwaterstalen te nemen, waarbij de eerste meetcampagne alle putfilters omvat en de twee zich beperkt tot de bovenste twee filterniveaus. De grondwaterstalen worden geanalyseerd op een reeks parameters, met name de anorganische hoofdkationen en hoofdanionen met inbegrip van de stikstofcomponenten, enkele zware metaal- en zoutionen, een uitgebreid aantal pesticiden, VOCL’s en de fysico-chemische parameters. Voor het merendeel van de genomen waterstalen dienen ionenbalansen te worden opgesteld. Bijkomend zijn peil- en dieptemetingen uit te voeren voor alle putfilters. De eerste meetcampagne wordt tijdens het voorjaar uitgevoerd, de tweede tijdens het najaar.",Opdracht voor analyse grondwaterstalen op diverse parameters en meetcampagnes,Task_2
97716,1,97716,Aanbesteding telefonische bereikbaarheidsoplossing tbv Lentiz onderwijsgroep,Aanbesteding telefonische bereikbaarheidsoplossing ten behoeve van de Lentiz onderwijsgroep,Zijn er aanbestedingen voor telefonische bereikbaarheid voor onderwijsinstellingen?,Task_3
44598,1,44598,Bereiding en levering van maaltijden aan WZC Keienhof - Bedeling van maaltijden aan huis,"Voorliggende opdracht betreft de inrichting en exploitatie van de keuken van het Woonzorgcentrum Keienhof (WZC) van OCMW Tienen en de bereiding en distributie van maaltijden aan zowel het WZC als aan derden. Wat de bereiding en distributie van maaltijden voor het WZC  betreft, wordt er uitgegaan van een basisofferte en een toegestane variante: • De basisofferte waarin koude maaltijden in bulk aangeleverd worden, verder bereid in de eigen afwerkingskeuken en op de afdelingen geproportioneerd worden door personeel van het WZC. • Een toegestane variante waarin warme maaltijden in de eigen keuken bereid worden en op de afdelingen geproportioneerd worden door personeel van het WZC. Daarnaast is er nood aan bedeling van diep gekoelde maaltijden ten huize van particulieren.",Aanbesteding voor keukenuitbating zorginstelling en maaltijdbezorging aan derden.,Task_1
129079,1,129079,Inhuur Office Management Medewerker Markten,Inhuur Office Management medewerker Markten,Aanbestedingen voor externe inhuur van office management medewerkers,Task_2
103413,1,103413,Marktverkenning zilte landbouw en aquacultuur Eemsdollard,Marktverkenning en informatie voor ondernemers die een gebied bij de eemsdollard regio willen exploiteren op gebied van zilte landbouw en aquacultuur.,Zijn er aanbestedingen die de haalbaarheid van zilte landbouw en aquacultuur bevestigen?,Task_3
72320,1,72320,"Kogel, schuif en vlinderafsluiters.","Het leveren van kogel, schuif en vlinderafsluiters.",Aanbesteding gevraagd voor de levering van verschillende soorten afsluiters.,Task_1
24663,1,24663,Abonnementen NHTV.,NHTV is voornemens een overeenkomst te sluiten voor de levering abonnementen inclusief de bijbehorende dienstverlening.,Informatie over aanbestedingen voor levering van abonnementen met diensten,Task_2
100393,1,100393,Europese aanbesteding onderhoud e-installaties,"Preventief, correctief, modificatief en planmatig onderhoud aan elektrotechnische installaties.",Is planmatig onderhoud aan elektrotechnische installaties onderdeel van aanbestedingen?,Task_3
34888,1,34888,Euregio: Ruimtelijke economische structuurversterking,"Het doel van deze openbare europese aanbesteding is opdrachtverlening door EUREGIO aan één opdrachtnemer voor het opstellen van een ruimtelijk economisch profiel van de corridor Zwolle-Twente-Münster.De EUREGIO is daarvoor op zoek naar een adviesbureau met kennis van netwerken op het gebied van interregionale ruimtelijk-economische ontwikkeling, affiniteit met de ruimtelijke economische kenmerken en uitdagingen van de corridor en met bijzondere aandacht voor spoormobiliteit.De opleverdatum van het in kaart brengen van netwerken en initiatieven, de tijdlijn, het ruimtelijke economisch profiel, en de aanbeveling voor ontwikkelkansen voor een toekomstvisie is uiterlijk 31 augustus 2022.",Zoek adviesbureau voor ruimtelijk economisch profiel met focus spoormobiliteit.,Task_1
38147,1,38147,Europese aanbesteding mobiele telefonie en mobiele data.,Mobiele Data- en Telefoondiensten op basis van SIM-only,Informatie over de werking van SIM-only mobiele communicatie,Task_2
21923,1,21923,SEM Universiteit Twente.,Aanschaf van een SEM.,Aanbestedingen die bevestigen dat specifieke apparatuur wordt aangeschaft.,Task_3
133625,1,133625,Design & build - herinrichting site oud ziekenhuis naar parkzone,Onderhavige opdracht is een overheidsopdracht voor werken en heeft als voorwerp het aanstellen van een ontwerper én aannemer die de volledige herinrichting van de site voor zijn rekening neemt na de saneringswerken op de site met als doel deze locatie een nieuwe invulling te geven in lijn met het reeds uitgewerkte streefbeeld.,Opdracht voor herontwikkeling gebied na bodemsanering met ontwerper en uitvoerder?,Task_1
49098,1,49098,Meldsysteem werkzaamheden en evenementen.,"De opdracht betreft de realisatie van een meldsysteem voor medewerkers van provinciale en gemeentelijke wegbeheerders om werkzaamheden en evenementen vast te leggen, onderling af te stemmen en te publiceren.",Systeem nodig voor registratie en coördinatie activiteiten provinciale gemeentelijke wegbeheerders.,Task_2
35131,1,35131,13-EA248 Multimedia voorzieningen t.b.v. CBC & IOC.,"Het UMC Utrecht realiseert de nieuwbouw van het Chirurgisch Behandel Centrum en het Innovatieve Operatie Centrum. De 21 operatiekamers zijn geschikt voor vele verschillende medische disciplines.Het UMC Utrecht wenst in haar operatiekamers en meekijkruimte een innovatieve en toekomstbestendige Multimediavoorziening voor interne video routering met koppeling aan medische beeldopslagsystemen.Uitsluitend gegadigden die aan de minimale geschiktheidseis kunnen voldoen, komen in aanmerking voor eventuele gunning.",Nieuwe ziekenhuiscentra vereisen moderne multimediavoorzieningen in operatiekamers.,Task_3
108823,1,108823,31146484: Renovatie Prinses Marijkesluis,"Het doel van de renovatie is levensduur verlengend onderhoud door het uitvoeren van diverse maatregelen die resulteren in het borgen van de functies en het blijven functioneren van het sluizencomplex. De scope is multidisciplinair en bevat maatregelen op het gebied van IA, E&W en civiele techniek. Deze inkoop is onderdeel van de V&R opgave.",Aanbestedingen voor multidisciplinaire renovatie en onderhoud waterwerken.,Task_1
62653,1,62653,Marktconsultatie - EA Eindejaarsgeschenken,Levering eindejaarsgeschenken.,Richtlijnen voor de inkoop van jaarlijkse relatiegeschenken?,Task_2
43393,1,43393,Onder en bovengronds opmeten van rioolwaterzuiveringsinfrastructuur voor As-Built plannen,"De opdracht heeft betrekking op een contract op afroep voor de levering van diensten m.b.t. het boven- en ondergronds opmeten van nieuwbouw rioleringsprojecten. De rioleurs meten ondergrondse rioleringsinfrastructuur (inclusief hydraulische constructies) op en zijn bijgevolg gekwalificeerd voor het betreden van begrensde ruimtes onder veilige omstandigheden.De landmeters (topografen) meten de locatiebepaling op van de toegangen tot de infrastructuur en detailopmetingen bovengrond, hetzij met Totaal Station of waterpas.Ook een bovengrondse opmeting van het projecttracé conform GRB-skeletbestekken (GRB basis, GRB-skeletaanvulling detail en GRB-skeletoptie water- en rioolbeheer) wordt gevraagd. Alle deksels van de infrastructuur worden geografisch gelokaliseerd (x, y en maaiveldpeil in mTAW) met Totaal Station of waterpas. Occasioneel zal gevraagd worden om een databank (bestaande rioleringsinfrastructuur) of een 5% kwaliteitscontrole van een project op te meten. Deze worden in een apart hoofdstuk (9.7) met hun aparte bepalingen opgenomen.Dit houdt volgende zaken in:- het aanleveren van digitale-fiches in .csv-formaat en pdf-formaat;- het aanleveren van een digitaal grondplan in .DXF en .DWG-formaat;- Het aanleveren van detailschetsen in .DWG-formaat voor hydraulische structuren.Na de levering van de meetgegevens door de dienstverlener kan door Aquafin een steekproef op de gerapporteerde gegevens gevraagd worden, waarbij belangrijke gegevens onder supervisie van Aquafin opnieuw worden opgemeten. Deze steekproef moet uitsluitsel geven over de kwaliteit van de aangeleverde gegevens. De inschrijver zal het nodige personeel inzetten, evenals de benodigde materialen, uitrusting, dataverwerkende apparatuur en transportmiddelen aanwenden.Meer bepaald zal de inschrijver onderlegd personeel inzetten voor de uitvoering van de opdracht, rekening houdend met de veiligheidsvoorschriften.Aquafin heeft het recht om, wanneer daartoe een gegronde reden bestaat, de vervanging van een personeelslid van de inschrijver te eisen. Meldingen: Bij de boven- en ondergrondse opmetingen zullen mogelijk door de dienstverlener op het terrein onregelmatigheden, gebreken of calamiteiten vastgesteld worden aan de rioleringsinfrastructuur. Deze vaststellingen dienen door de dienstverlener gemeld te worden aan Aquafin. Indien dit om ernstige gebreken gaat die dringend opgelost moeten worden, moet Aquafin diezelfde dag van de vaststelling nog op de hoogte gebracht worden.Per perceel waarvoor de dienstverlener inschrijft, dient hij over minstens 1 opmetingsploeg, bestaande uit 3 medewerkers + 1 meetwagen te beschikken. Aquafin zal ieder perceel afzonderlijk toewijzen, en maximaal 1 perceel per inschrijver  gunnen. Tevens houdt Aquafin zich het recht voor één of meerdere percelen niet toe te wijzen en die op te nemen in 1 of meer nieuwe opdrachten, die op een andere wijze gegund zullen worden.Onderstaande tabel toont de gemiddelde grootte van de opdracht: Een overstort (OS) en pompstation (PS) bestaan gemiddeld uit 2 tot 3 kamers. Een bergingsbekken bestaat gemiddeld uit 6 kamers.",Wordt voor rioleringsopmetingen zowel boven- als ondergrondse expertise gevraagd?,Task_3
42691,1,42691,VLAM zoekt software ontwikkelaar voor ontwikkeling matchmaking webplatform,"Ontwikkelen van een geavanceerd webplatform waar voedingsprofessionals elkaar vinden, inspireren en connecteren. Het Local Matchmaking platform moet een geavanceerd B2B-tool worden waar voedingsprofessionals elkaar kunnen vinden, connecteren en inspireren zodat kruisbestuivende samenwerkingsverbanden kunnen geïnitieerd worden.Naast de ontwikkeling van de tool, moet ook het hosten en het onderhoud er van voorzien worden voor 1 jaar vanaf oplevering.",Vraag naar ontwikkeling online platform voedingsprofessionals voor onderlinge verbinding en inspiratie,Task_1
99341,1,99341,Beleidsdoorlichting artikel 11 uitvoering en evaluatie Wet SUWI 2015-2020,Het betreft een aanbesteding voor de beleidsdoorlichting en evaluatie van SUWI stelsel.,aanbestedingen voor beleidsdoorlichting en evaluatie sociaal beleid,Task_2
103149,1,103149,Inhuur consulenten sociaal domein,"De aanbesteder, gemeente Heerlen en gemeente Maastricht, rechtsgeldig vertegenwoordigd door het SSC-ZL, heeft momenteel voor de inhuur van uitzendkrachten tot en met schaal 9 een overeenkomst met Start People BV.De aanbesteder wil per 1 juni met vijf (5) partijen een raamovereenkomst afsluiten voor de inhuur van medewerkers binnen het Sociale Domein die niet binnen de huidige overeenkomst met Start People BV geleverd kunnen worden.",Aanbestedingen voor medewerkers sociaal domein buiten bestaande contracten,Task_3
94581,1,94581,Integraal Groenonderhoudscontract,"De aanbesteding heeft tot doel opdrachtnemers te contracteren voor het uitvoeren van onderhoudswerkzaamheden. Deze opdracht wordt gegund aan de inschrijvers die de economisch meest-voordelige inschrijving (EMVI) vaststelt op basis van de laagste prijs per perceel (5).Deze inschrijvingsleidraad is bedoeld om geïnteresseerde ondernemingen de mogelijkheid te bieden om op een goede en juiste wijze mee te dingen naar de gunning van de opdracht voor het project Integraal Groenonderhoudcontract 2019 - 2022 met kenmerk Neg.113764Het uit te voeren werk is gelegen binnen de gemeentegrenzen, verspreid over de gehele gemeente Sittard-Geleen.","Aanbestedingen onderhoud gemeentelijk gebied, gunning op laagste prijs per perceel.",Task_1
61042,1,61042,Kantoorartikelen,Het doel van deze openbare Europese aanbesteding Kantoorartikelen is het afsluiten van een raamovereenkomst met een leverancier voor de levering van kantoorartikelen in de breedste zin van het woord.,Waarom wordt een raamovereenkomst voor kantoorbenodigdheden afgesloten?,Task_2
100095,1,100095,31122289: Verwijderen Boogbrug over de Lek bij Vianen,"Het resultaat van het project bij aanvang van de gebruiksfase (eindfase) is een verwijderde brug (en pijlers) met herstelde oevers, hoofdpijlers met kazematten en landhoofden volgens de daarvoor opgestelde eisen in de realisatie en gebruiksfase. Tevens is de scheepvaartbebording aangepast aan de nieuwe situatie.Voor meer informatie zie de aanbestedingsleidraad.","Verifieer aanbestedingen over brugsloop, oeverherstel en aangepaste scheepvaartbebording.",Task_3
136152,1,136152,GROEPSAANKOOP RAAMOVEREENKOMST VOOR HET AANSTELLEN VAN EEN EXTERNE DIENST MEDISCHE CONTROLES,"Groepsaankoop raamovereenkomst voor het aanstellen van een externe dienst medische controles. Deze groepsaankoop betreft het sluiten van een raamovereenkomst met één opdrachtnemer voor de looptijd van 48 maanden, aan de besturen die lid zijn van de intergemeentelijke aankoopdienst van IOK",Zoek aanbestedingen voor een raamovereenkomst externe medische controles.,Task_1
135592,1,135592,"Project F.A.S.T. Incidentafhandeling op de autosnelwegen in Provincie West-Vlaanderen (Deel Noord), op autosnelweg A10, A11, A17, A18 en N31. Takelen en afvoeren van voertuigen met Maximaal Toegelaten Massa (MTM) < 3,5 ton. 2 Percelen Perceel 1: A10, A11, A17 en N31 Perceel 2: A18, A10","Het voorwerp van de opdracht is: Project F.A.S.T. = Files Aanpakken door Snelle Tussenkomst - Incidentafhandeling op de autosnelwegen A10, A11, A17, A18 en N31 in de provincie West- Vlaanderen. Het betreft het vrijmaken van de weg langs bovengenoemde autosnelwegen en ringwegen van voertuigen met een Maximaal Toegelaten Massa (MTM) < 3.5t. binnen het in art. 58 Wet 2016 beschreven actiegebied.",incidentafhandeling snelwegen vrijmaken weg lichte voertuigen bepaalde regio,Task_2
29561,1,29561,Ademluchtapparatuur en duikuitrustingen,"De aard van de opdracht betreft een levering van een integraal / verenigbaar OLV duiksysteem. Dat wil zeggen een SCUBA duiktoestel (inclusief bijbehorend volgelaatsduikmasker en ademluchtcilinders), oppervlakte bedieningsunit, hogedrukcilindersvoor ademgasvoorziening, verbindingsslangen tussen de cilinders en bedieningsunit en een hogedruk umbilical. Dit duiksysteem dient te voldoen aan de eisen zoals gesteld.",Worden integraal duiksysteem aanbestedingen geleverd met alle benodigde componenten?,Task_3
